_id,que,choiceA,choiceB,choiceC,choiceD,choiceE,kind,type,source,answer,detail
70282,有一病人年青时患过风湿性关节炎，后又患肾炎数年，而且反复发作，病情加重，近来出现头晕头痛，多尿以及夜尿等症状，查体呈慢性病容，皮肤尿素霜，心前区可听到心包摩擦音，尿蛋白（++），NPN增高，本患者的心包摩擦音产生的原因可能是,风湿性心外膜炎,尿毒症性心外膜炎,结核性心外膜炎,感染性心外膜炎,毛霉菌性心外膜炎,病理学,单选,十门联考,B,NPN：非蛋白氮；尿毒症发生于急性和慢性肾衰竭晚期，表现为氮质血症，自体中毒症状和体征，胃肠道、神经、肌肉和心血管等系统的病理改变
70283,男性患者，36岁，上腹部周期性疼痛，反酸，嗳气，钡剂胃透见胃窦小弯侧有一直径2cm溃疡，边缘整齐，溃疡周围粘膜呈放射状，应诊断为,胃腐蚀性炎症,胃粘膜溃烂,胃溃疡病,溃疡性胃癌,应激性溃疡,病理学,单选,十门联考,C,“胃窦小弯，2cm，边缘整齐，放射状”符合书本胃溃疡病理变化描述
70284,弥散性血管内凝血形成的血栓是,透明血栓,白色血栓,混合性血栓,红色血栓,细菌性栓子,病理学,单选,十门联考,A,透明血栓常见于DIC
70285, 10岁男孩，家住山区，有生食蝲蛄史，发现肝脏肿大一年，血嗜酸性粒细胞升高，肺吸虫抗原皮试强阳性，其肝大的原因首先应该考虑为,病毒性肝炎,肝血吸虫病,丝虫病,肝蛔虫病,肝肺吸虫病,病理学,单选,十门联考,E,“肝脏肿大，肺吸虫抗原皮试阳性”推断为E
70286,男性，30岁，急性阑尾炎发病4天，抗炎，补液等保守治疗，腹痛有所缓解，但仍有发热，查体右下腹可触及压痛肿块，4cmX 3cm，此时适合的治疗措施为,立即手术，切除阑尾,立即手术，切除肿块,立即手术，腹腔引流,暂不手术，广谱抗生素治疗后择期手术,广谱抗生素治疗，缓解后不再需要手术,病理学,单选,十门联考,D,腹腔脓肿：属于急性阑尾炎的并发症之一表现为压痛性肿块等。炎症粘连较重，急诊手术切开引流可能会引起肠管损伤。非手术疗法治愈后复发率高，因此在治愈后三个月左右择期手术切除阑尾，比急诊手术效果好。
70287,男性 30岁，长期饮酒，突然呕吐大量咖啡色胃内容物，查体，脉细数，收缩压80mmHg，面色苍白，四肢湿冷，急救中应先,应用制酸剂, 静脉滴注止血药物,输血,内镜检查,胃肠减压,病理学,单选,十门联考,C,症状符合失血性休克症状，故选C
70288,一位患者患病已经3周，有持续性高热，心跳过缓，腹胀，腹泻并见出血，但中毒性休克死亡，尸检发现，泛发性腹膜炎，回肠末端见一穿孔，回肠孤立和集合淋巴小结肿胀，坏死，溃疡，脾脏肿大，应诊断为,细菌性痢疾, 阿米巴痢疾,肠伤寒,肠结核,急性坏死性肠炎,病理学,单选,十门联考,C,伤寒以回肠末端淋巴组织病变最为突出，溃疡严重者可导致穿孔故选C
70289,X 射线检查，右肺上部都有透光区，两肺有散在条索状，斑点状阴影，这位患者可以诊断为,右肺结核球,浸润型肺结核,慢性纤维空洞型肺结核,干酪样肺炎,局灶型肺结核,病理学,单选,十门联考,C,书本P353(二）.3故选C
70290,患儿，5岁，无明显原因体温升高，达39摄氏度，伴头痛，呕心呕吐，很快出现嗜睡，浅昏迷，医师检查发现颈部强直，伴肢体痉挛和抽搐，脑脊液，外观无色透明或微浑，血象：白细胞数目增高，该患儿可能患有,乙型脑炎,重感冒,中毒性痢疾,结核性脑膜炎,化脓性脑膜炎,病理学,单选,十门联考,A,脑脊液外观无色透明或微混（排除E），“体温升高....抽搐”符合P335临床病理联系，故选A
70291,手术见肝有一脓物，无明显境界，颜色暗红，切开呈筛孔状结构，有许多红褐色液体流出，取材镜检，见多量官腔，管壁厚薄不均，并扩张迂曲，官腔内有多量红细胞，此瘤可诊断为,血管瘤,海绵状血管瘤,毛细血管瘤,淋巴管瘤,囊状水瘤,病理学,单选,十门联考,B,并非真正的肿瘤，而是一种缺乏动脉成分的血管畸形。病理表现为由不规则窦状或直径在1mm以上蜂窝状血管腔隙形成，并有血栓形成及胶质组织形成。
70292,尸检发现肾脏肿大，包膜易剥，表面光滑，呈红色，可见小出血点，切面皮质增厚，皮髓分界尚清，该肾病最可能是何种炎症,变质性炎,渗出性炎,出血性炎,增生性炎,纤维素性炎,病理学,单选,十门联考,D,炎症基本病理变化：增生：在致炎因子作用下，炎症局部的实质细胞和间质细胞可发生增生
70293,良性肿瘤异型性主要表现在,细胞大小不一,核分裂象增多,细胞分化良好，但组织结构紊乱,细胞间变明显,细胞分泌减少 ,病理学,单选,十门联考,C,肿瘤的分化与异型性：良性肿瘤细胞异型性很小，但仍有不同程度的组织异型性
70294,女性，40岁，10多年来，反酸，嗳气，上腹部饱胀，伴有规律性上腹部，空腹发作，夜间更重，进食可缓解，胃镜检查，十二指肠求部可见直径大约为1cm的圆形溃疡，不符合该患者疾病的病因的描述是,胃酸分泌过分,幽门螺杆菌感染,粘膜屏障受破坏,胆汁反流,慢性胃炎,病理学,单选,十门联考,E,“规律性上腹部疼痛....圆形溃疡”是十二指肠溃疡病变特征，故选E
70295,有一年青妇女，主诉劳动后出现心悸气短，3年前患有风湿性关节炎，查体，慢性病容，半卧位，四肢末端及口唇发绀，心尖区可闻及舒张期杂音，双肺水泡音。根据上述资料，本患者所患疾病的是,风湿性心脏病伴有心尖瓣狭窄和左心衰竭,风湿性心脏病伴有二尖瓣狭窄,主动脉关闭不全,先心病伴心衰,冠心病伴心衰,病理学,单选,十门联考,A,“3年前患有风湿性关节炎”：风湿性心脏病；“心尖区可闻及舒张期杂音”：心尖瓣狭窄；“双肺水泡音”：左心衰竭，故选A
70296,男性，28岁，十二指肠溃疡穿孔术后7天，患者有出现发热，伴有呕吐，腹胀，阵发性腹痛，腹部查体，脐周压痛。最可能的诊断是,膈下脓肿,盆腔脓肿,肠间脓肿,急性胃肠炎,急性胆囊炎,病理学,单选,十门联考,C,一般均继发于急性腹膜炎或腹腔内手术；临床表现:1.腹痛持续性隐痛，或有阵发性加重。2.消瘦病程多较久，日渐消瘦、衰弱、伴高热或低热。3.体检腹部有压痛，但无固定某一点，压痛部位多为脓肿所在部位，无肌紧张，肠鸣音亢进或减弱。
70297,患者，男性，46岁，偶发腹股沟淋巴结肿大，无压痛，近段时间出现全身乏力，食欲不振，时有头晕，头痛症状，空腔易溃疡，追问病史和发病前接触史，曾到娱乐场所有过性接触，血常规，白细胞计数降低，免疫学检查，T细胞计数明显下降，高度怀疑,淋巴瘤,白血病,恶性肿瘤,AIDS,真菌病,病理学,单选,十门联考,D,性接触，T细胞明显减少
70298,干体积轻度肿大，镜下见肝细胞疏松化，气球样变，易见碎片状及桥接坏死及肝细胞结节状再生，有的肝小叶正常结构被增生的结缔组织分割而破坏，上诉病变属于那种型病毒性肝炎,急性普通型,轻度慢性,重度慢性,急性重型,亚急性重型,病理学,单选,十门联考,C,重度慢性肝炎：重度的碎片状坏死与大范围的桥接坏死。坏死区出现肝细胞不规则再生，纤维间隔分割肝小叶结构。
70299,有一中年女性患者，患慢性肾小球肾炎，近年来症状加重，出现少尿。夜尿以及贫血等表现，此患者肾脏会出现何种改变,肾脏体积增大，质地韧,肾脏体积增大，质地软,肾脏萎缩，颜色红,肾脏萎缩，质地硬,以上都不是,病理学,单选,十门联考,D,慢性肾小球肾炎病变特点：大量肾小球发生玻璃样变和硬化，又称慢性硬化性肾小球肾炎。病理变化：肉眼观双肾体积变小。
70300,女，47岁，因嵌钝性股疝行手术治疗，术中肠管活性无法判断，普鲁卡因注射实验反应不明显，患者全身情况尚可，则下一步治疗应进行,肠外置术,回纳并观察,肠段切除一期缝合,行无张力疝修补术,手术台上继续观察至可以判断为止,病理学,单选,十门联考,C,一时不能肯定肠管是否已是去活力时，则应在病人全身情况允许的前提下，切除该段肠管并进行一期吻合。
70301,男性患者，43岁，外伤引起右小腿腓骨骨折，经石膏固定后，卧床休息，但小腿肿痛进行性加重，住院观察4天后，坐起吃饭时，突然高叫，当即心跳呼吸停止，抢救无效死亡，分析病情，此患者小腿肿胀进行性加重，是因为,固定不良,局部炎症,石膏压迫,血栓形成,局部出血,病理学,单选,十门联考,D,小腿血栓形成导致静脉回流至心脏受阻，血液淤积于小腿，肿胀进行性加重。
70302, 男性患者，43岁，外伤引起右小腿腓骨骨折，经石膏固定后，卧床休息，但小腿肿痛进行性加重，住院观察4天后，坐起吃饭时，突然高叫，当即心跳呼吸停止，抢救无效死亡，分析病情，患者突然死亡的原因是,心肌梗死,脑血管意外,创伤性休克,窒息,肺动脉栓塞,病理学,单选,十门联考,E,小腿血栓随静脉血回流到心脏，进入肺动脉，导致肺动脉栓塞。
70303, 女性，右下腹疼痛4天入院，为持续性，伴恶心，呕吐，伴发热，体温高达38.8摄氏度，查体：心肺（一），右下腹触及5cmX4cm大小肿块，境界不清，压痛明显，伴肌卫，血常规：ＷＢＣ　１６Ｘ１０＾９／Ｌ，Ｎ８２％　，该患者临床诊断首先考虑,低位肠梗阻,盲肠肿瘤,阑尾周围脓肿,急性化脓性阑尾炎,盲肠扭转,病理学,单选,十门联考,C,右下腹触及肿块、境界不清、压痛明显，首先考虑常见病，阑尾周围囊肿符合。
70304,"女性，右下腹疼痛４天入院，为持续性，伴恶心，呕吐，伴发热，体温最高达３８.８摄氏度，查体，心肺（一），右下腹触及5cmX4cm大小肿块，境界不清，压痛明显，伴肌卫，血常规：WBC16X10^9/L,N82%,目前合适的治疗手段为",急诊阑尾切除术,急诊脓肿引流,暂不手术，保守治疗,右半结肠切除术,钡灌肠,病理学,单选,十门联考,C,题干问最合适的治疗手段。炎症粘连较重，急诊手术切开引流可能会引起肠管损伤。书上原话“阑尾脓肿非手术疗法治愈后复发率高，因此在治愈后三个月左右择期手术切除阑尾，比急诊手术效果好”由此理解应先进行保守治疗再择期手术。
70305,"女性，右下腹疼痛４天入院，为持续性，伴恶心，呕吐，伴发热，体温最高达３８.８摄氏度，查体，心肺（一），右下腹触及5cmX4cm大小肿块，境界不清，压痛明显，伴肌卫，血常规：WBC16X10^9/L,N82%,如果需要急诊手术,最合理的手术方式是",肿引流,常规阑尾切除,肿块切除,右半结肠切除,盲肠切除,病理学,单选,十门联考,A,题干条件“需要急诊手术”则应选择囊肿引流
70306," 男性，44岁，因“急性坏疽性阑尾炎伴穿孔”急诊行“阑尾切除术”，术后4天，诉腹痛，腹胀，下腹部为主，伴发热，体温达38摄氏度以上，大便3~5次/天，肛门坠胀感，辅助检查，WBC 18X10^9/L,该患者临床诊断首先考虑为",切口感染,急性肠炎,膈下脓肿,盆腔脓肿,化脓性门静脉炎,病理学,单选,十门联考,D,切除术后易发生盆腔脓肿，由肛门坠胀感推测盆腔脓肿（结合解剖学结构）
70307," 男性，44岁，因“急性坏疽性阑尾炎伴穿孔”急诊行“阑尾切除术”，术后4天，诉腹痛，腹胀，下腹部为主，伴发热，体温达38摄氏度以上，大便3~5次/天，肛门坠胀感，辅助检查，WBC 18X10^9/L,为了明确诊断，首先应该做的检查是",伤口检查,直肠指诊检查,X射线胸腹部摄片,粪便常规检查,MRI,病理学,单选,十门联考,B,切除术后的感染多发于伤口
70308," 女性，24岁，因 转移性右下腹疼痛8小时 入院，伴恶心呕吐，为胃内容物，月经正常，体温38摄氏度，既往有类似发作，外周血12X10^9/L,该患者最可能的诊断是",急性阑尾炎,急性肠梗阻,上消化道穿孔,急性胰腺炎,肠系膜动脉栓塞,病理学,单选,十门联考,A,急性阑尾炎临床表现为持续伴阵发性加剧的右下腹痛、恶心、呕吐，多数病人白细胞和嗜中性粒细胞计数增高。
70309," 女性，24岁，因 转移性右下腹部疼痛8小时 入院，伴恶心，呕吐，为胃内容物，月经正常，体温38摄氏度，既往有类似发作，外周血WBC 12X10^9/L,应该选择何种治疗方案",急诊手术治疗,腹腔灌流,腹腔穿刺引流,应用广谱抗生素保守治疗,营养支持治疗,病理学,单选,十门联考,A,绝大数急性阑尾炎一旦确诊应早期实行阑尾切除术。非手术治疗的范围：单纯性阑尾炎及急性阑尾炎早期阶段适当用药可能恢复正常者；不接受手术或客观情况不允许、有手术禁忌症者。
70310,女性，24岁，因 转移性右下腹部疼痛8小时 入院，伴恶心，呕吐，为胃内容物，月经正常，体温38摄氏度，既往有类似发作，外周血WBC 12X10^9/L，体格检查最主要的体征为,肝浊音界消失,右下腹固定性压痛,移动性浊音阳性,肛门指检阳性,右下腹包块,病理学,单选,十门联考,B,右下腹阑尾区（麦氏点）压痛，则是该病重要体征。
70311,心肌梗死, 梗死灶地图形, 梗死灶椎体形, 梗死灶节段状, 梗死灶发生液化, 梗死灶发生出血,病理学,单选,十门联考,A,心肌梗死——地图形；肠梗死——节段形；脾肾肺——锥形；脑梗死发生液化；出血性梗死见于肺和肠
